ID,Gender,Age,FieldOfStudy,FieldOfStudy_Other,CourseLanguage,UseCollabTools,Teams,Zoom,GoogleWorkspace,Slack,Trello,Notion,Miro,Mural,GitHub,Monday,Asana,Jira,OtherCollaborationTools,UseOtherTools,UserFriendliness,Functionality,Integration,Scalability,Cost,PrivacySecurity,Reliability,Mobility,Customizability,Feedback,Accessibility,Reputation,ImpactOnCollaboration,ImpactOnOrganization,ImpactOnCoordination,ImpactOnCommunication,ImpactOnParticipation,ImpactOnMotivation,SatisfactionWithToolsVariety,EffectiveToolIntegration,AdequacyOfTraining,EffectivenessOfSupport,InvolvementInDecisionMaking,ChallengeTechnicalIssues,ChallengeFamiliarity,ChallengeCommunication,ChallengeEngagement,ChallengeOrganization,ChallengePrivacySecurity,ChallengeSupportTraining,OtherDifficulties,ImpactOnAcademicPerformance,AdditionalComments
307,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,,,
308,Male,over 35 years,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Weekly,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,n,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,n,Very,
309,Female,20-24,Law,,French,Yes,Several times a week,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Often,Very often,Very often,Very often,Often,Rarely,Rarely,,Very,
310,Male,20-24,Law,,(Swiss-)German,Yes,Less frequently,Less frequently,Several times a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Daily,"OneNote, SwitchCast",Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Rarely,Rarely,Sometimes,Often,Never,Rarely,Sometimes,,Moderately,
312,Female,20-24,Law,,(Swiss-)German,Yes,Weekly,Weekly,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Often,,Slightly,
313,Female,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,,Moderately,
314,Male,25-29,Law,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,,Moderately,
315,Female,20-24,Law,,French,Yes,Daily,Daily,Several times a week,Never,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Very often,Very often,Often,Often,Often,Rarely,Rarely,,Very,
316,Female,20-24,Law,,French,Yes,Daily,Several times a week,Never,Less frequently,Never,Daily,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Sometimes,Often,Often,Very often,Sometimes,Sometimes,Sometimes,,Very,
318,Male,20-24,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Less frequently,Weekly,Less frequently,Never,Several times a week,Never,Never,Less frequently,Never,,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Rarely,Rarely,Rarely,Often,Sometimes,Rarely,Rarely,,Slightly,
319,Female,over 35 years,Arts and Humanities,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Weekly,Padlet,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,,Very,
320,Female,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Weekly,Weekly,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Rarely,Sometimes,Sometimes,Often,Sometimes,Never,Rarely,,Slightly,
321,Female,20-24,Business and Economics,,(Swiss-)German,Yes,Weekly,Weekly,Less frequently,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,,Moderately,
323,Female,20-24,Business and Economics,,English,Yes,Less frequently,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly disagree,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,,Moderately,"I feel that these tools have helped in the sense that they offer recordings for example so I can relisten to certain parts, or follow lecture from home, which is great and makes me more motivated and also if it was not online I would probably just not go. I helps to juggle other activities such as part-time work next to the studies "
324,Male,30-34,Law,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Often,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,,Slightly,
325,Female,20-24,Law,,(Swiss-)German,Yes,Less frequently,Less frequently,Less frequently,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,,Slightly,
326,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Daily,Weekly,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Often,Rarely,Rarely,Very often,Rarely,Rarely,Rarely,,Moderately,
327,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Several times a week,Never,Never,Never,Less frequently,Never,Never,Daily,Never,Never,Several times a week,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,,Very,
329,Female,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Female,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Less frequently,Never,Never,Several times a week,Less frequently,Never,Weekly,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,,,,,,,,,,,,,,,,,,,,,
331,Female,30-34,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,,Very,
332,Female,over 35 years,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Less frequently,Never,Never,Never,Never,Less frequently,Webex,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Often,Often,Sometimes,Sometimes,Often,Rarely,Very often,technical issues regarding audio on site (on campus) when students participate online in hybrid lectures occur on a daily basis and leads to unnecessary delay / waiting time; teachers are not well trained either to resolve technical issues by themselves,Very,"I find that it is often assumend that all students are already familiar with all these digital collaboration tools, when in fact for some students it's the very first time they are using this tool. Hence it would be user-friendly to get a training or at least a heads-up that knowledge about this tool is needed."
334,Male,20-24,Other,Psychologie,(Swiss-)German,Yes,Never,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly disagree,Sometimes,Very often,Rarely,Rarely,Never,Sometimes,Often,,Slightly,
335,Female,20-24,Education,,(Swiss-)German,Yes,Less frequently,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Weekly,"word, excel, good notes",Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Often,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,,Slightly,
336,Female,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Several times a week,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,,Very,
338,Male,20-24,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Less frequently,Less frequently,Never,Weekly,Never,Never,Less frequently,Daily,Whatsapp,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,,Moderately,
339,Male,over 35 years,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Less frequently,Never,Never,Less frequently,Never,Webex,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,,Moderately,
340,Female,20-24,Law,,(Swiss-)German,Yes,Less frequently,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Rarely,Rarely,Rarely,Sometimes,Often,Rarely,Sometimes,,Slightly,
341,Male,20-24,Life Sciences and Medicine,,French,Yes,Daily,Several times a week,Several times a week,Weekly,Several times a week,Several times a week,Several times a week,Several times a week,Never,Daily,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Very often,Very often,Very often,Very often,Very often,Rarely,Often,,Extremely,
342,Male,25-29,Law,,French,Yes,Daily,Daily,Daily,Daily,Several times a week,Several times a week,Weekly,Weekly,Never,Weekly,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree,Very often,Very often,Very often,Very often,Very often,Rarely,Rarely,,Extremely,
343,Male,25-29,Business and Economics,,Italian,Yes,Daily,Daily,Daily,Less frequently,Never,Several times a week,Less frequently,Less frequently,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Often,Often,Often,Often,Often,Often,Often,,Very,
344,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,,Moderately,
346,Male,25-29,Social Sciences,,(Swiss-)German,Yes,Several times a week,Weekly,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Often,Rarely,Very often,Sometimes,Sometimes,Very often,Sometimes,Having easy and quick access to the right file or part of the huge amounts of informations stored,Moderately,"Guidelines or standards for folderstructures and filenameing, provided by the instution to be integrated by the students could be helpful to have an easier organisation of all the necessary data"
348,Male,20-24,Law,,French,Yes,Daily,Several times a week,Less frequently,Less frequently,Never,Weekly,Weekly,Weekly,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Very often,Very often,Very often,Very often,Sometimes,Never,Often,,Very,
349,Female,25-29,Law,,French,Yes,Daily,Several times a week,Less frequently,Never,Never,Less frequently,Less frequently,Less frequently,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Very often,Very often,Often,Often,Often,Rarely,Sometimes,,Very,
350,Male,20-24,Law,,French,Yes,Several times a week,Weekly,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Very often,Very often,Often,Often,Often,Rarely,Rarely,,Very,
